"Region","year","value","value.lb","value.ub"
"ABW",2015,1737.28813559322,1737.28813559322,1737.28813559322
"AFG",2015,1347.67481330618,1347.67481330618,1347.67481330618
"AGO",2015,5845.65576781778,5845.65576781778,5845.65576781778
"ALB",2015,8331.47632311978,8331.47632311978,8331.47632311978
"ARE",2015,45280.4940813175,45280.4940813175,45280.4940813175
"ARG",2015,17101.7293269001,17101.7293269001,17101.7293269001
"ARM",2015,5913.65265558814,5913.65265558814,5913.65265558814
"AUS",2015,38967.1011793917,38967.1011793917,38967.1011793917
"AUT",2015,38630.2521008403,38630.2521008403,38630.2521008403
"AZE",2015,9449.50331125828,9449.50331125828,9449.50331125828
"BDI",2015,597.471792728792,597.471792728792,597.471792728792
"BEL",2015,35067.5859566361,35067.5859566361,35067.5859566361
"BEN",2015,1495.71798446525,1495.71798446525,1495.71798446525
"BFA",2015,1336.17500402123,1336.17500402123,1336.17500402123
"BGD",2015,1916.55150351887,1916.55150351887,1916.55150351887
"BGR",2015,13229.8375997798,13229.8375997798,13229.8375997798
"BHR",2015,21626.9207129687,21626.9207129687,21626.9207129687
"BHS",2015,29813.1868131868,29813.1868131868,29813.1868131868
"BIH",2015,8231.09804969276,8231.09804969276,8231.09804969276
"BLR",2015,15417.002759499,15417.002759499,15417.002759499
"BLZ",2015,6744.04761904762,6744.04761904762,6744.04761904762
"BOL",2015,5137.37565135007,5137.37565135007,5137.37565135007
"BRA",2015,11387.4885686745,11387.4885686745,11387.4885686745
"BRB",2015,18384.0579710145,18384.0579710145,18384.0579710145
"BRN",2015,48389.2773892774,48389.2773892774,48389.2773892774
"BTN",2015,7127.52525252525,7127.52525252525,7127.52525252525
"BWA",2015,14599.0543735225,14599.0543735225,14599.0543735225
"CAF",2015,799.286912751678,799.286912751678,799.286912751678
"CAN",2015,37753.0152363444,37753.0152363444,37753.0152363444
"CHE",2015,40828.0222559433,40828.0222559433,40828.0222559433
"CHL",2015,16541.1308888764,16541.1308888764,16541.1308888764
"CHN",2015,10181.8386957119,10181.8386957119,10181.8386957119
"CIV",2015,1932.88084464555,1932.88084464555,1932.88084464555
"CMR",2015,2337.23861090366,2337.23861090366,2337.23861090366
"COD",2015,392.659372408443,392.659372408443,392.659372408443
"COG",2015,4973.4219269103,4973.4219269103,4973.4219269103
"COL",2015,10007.9247051154,10007.9247051154,10007.9247051154
"COM",2015,1017.32673267327,1017.32673267327,1017.32673267327
"CPV",2015,4148.4375,4148.4375,4148.4375
"CRI",2015,12128.3185840708,12128.3185840708,12128.3185840708
"CUB",2015,6929.84340044743,6929.84340044743,6929.84340044743
"CYP",2015,17742.9787234043,17742.9787234043,17742.9787234043
"CZE",2015,26544.9146250928,26544.9146250928,26544.9146250928
"DEU",2015,36346.1678699045,36346.1678699045,36346.1678699045
"DJI",2015,2459.93756503642,2459.93756503642,2459.93756503642
"DNK",2015,34178.7660397258,34178.7660397258,34178.7660397258
"DOM",2015,9881.33971291866,9881.33971291866,9881.33971291866
"DZA",2015,8210.43037172069,8210.43037172069,8210.43037172069
"ECU",2015,8230.68900332443,8230.68900332443,8230.68900332443
"EGY",2015,6041.82748304291,6041.82748304291,6041.82748304291
"ERI",2015,530.812791472352,530.812791472352,530.812791472352
"ESP",2015,27411.6909706263,27411.6909706263,27411.6909706263
"EST",2015,20770.2095808383,20770.2095808383,20770.2095808383
"ETH",2015,1165.65500256094,1165.65500256094,1165.65500256094
"FIN",2015,34642.675390767,34642.675390767,34642.675390767
"FJI",2015,4414.02714932127,4414.02714932127,4414.02714932127
"FRA",2015,30553.8654259127,30553.8654259127,30553.8654259127
"GAB",2015,14771.8865598027,14771.8865598027,14771.8865598027
"GBR",2015,34069.1211253579,34069.1211253579,34069.1211253579
"GEO",2015,6409.4655050624,6409.4655050624,6409.4655050624
"GHA",2015,2047.78524486689,2047.78524486689,2047.78524486689
"GIN",2015,1240.65811489124,1240.65811489124,1240.65811489124
"GMB",2015,2105.99793174767,2105.99793174767,2105.99793174767
"GNB",2015,1211.07055961071,1211.07055961071,1211.07055961071
"GNQ",2015,31745.247148289,31745.247148289,31745.247148289
"GRC",2015,22419.2311045245,22419.2311045245,22419.2311045245
"GTM",2015,4470.2743902439,4470.2743902439,4470.2743902439
"GUY",2015,3968.37944664032,3968.37944664032,3968.37944664032
"HKG",2015,47822.7693144723,47822.7693144723,47822.7693144723
"HND",2015,3804.71133894788,3804.71133894788,3804.71133894788
"HRV",2015,16878.2608695652,16878.2608695652,16878.2608695652
"HTI",2015,1232.53379021512,1232.53379021512,1232.53379021512
"HUN",2015,18027.9606929389,18027.9606929389,18027.9606929389
"IDN",2015,5038.9850941694,5038.9850941694,5038.9850941694
"IND",2015,3835.80299132557,3835.80299132557,3835.80299132557
"IRL",2015,37535.9312801173,37535.9312801173,37535.9312801173
"IRN",2015,10940.3780839475,10940.3780839475,10940.3780839475
"IRQ",2015,4702.42195156097,4702.42195156097,4702.42195156097
"ISL",2015,34863.768115942,34863.768115942,34863.768115942
"ISR",2015,29569.07538776,29569.07538776,29569.07538776
"ITA",2015,27449.5883604241,27449.5883604241,27449.5883604241
"JAM",2015,7175.91925018025,7175.91925018025,7175.91925018025
"JOR",2015,5550.94769844663,5550.94769844663,5550.94769844663
"JPN",2015,32694.0082317556,32694.0082317556,32694.0082317556
"KAZ",2015,14248.3609488616,14248.3609488616,14248.3609488616
"KEN",2015,1697.82772198381,1697.82772198381,1697.82772198381
"KGZ",2015,2531.95691202873,2531.95691202873,2531.95691202873
"KHM",2015,2591.71237050579,2591.71237050579,2591.71237050579
"KOR",2015,32625.232289816,32625.232289816,32625.232289816
"KWT",2015,50857.1879936809,50857.1879936809,50857.1879936809
"LAO",2015,3176.00607441154,3176.00607441154,3176.00607441154
"LBN",2015,14167.8097850937,14167.8097850937,14167.8097850937
