"Region","year","value","value.lb","value.ub"
"ABW",2015,1747.89915966387,1747.89915966387,1747.89915966387
"AFG",2015,1347.69911253509,1347.69911253509,1347.69911253509
"AGO",2015,5845.67731277533,5845.67731277533,5845.67731277533
"ALB",2015,8332.19497050605,8332.19497050605,8332.19497050605
"ARE",2015,45279.1533546326,45279.1533546326,45279.1533546326
"ARG",2015,17101.4821898159,17101.4821898159,17101.4821898159
"ARM",2015,5913.9116202946,5913.9116202946,5913.9116202946
"AUS",2015,38967.335243553,38967.335243553,38967.335243553
"AUT",2015,38627.9312746691,38627.9312746691,38627.9312746691
"AZE",2015,9449.808745994,9449.808745994,9449.808745994
"BDI",2015,597.46730330081,597.46730330081,597.46730330081
"BEL",2015,35064.7546897547,35064.7546897547,35064.7546897547
"BEN",2015,1495.87105760621,1495.87105760621,1495.87105760621
"BFA",2015,1336.19717553563,1336.19717553563,1336.19717553563
"BGD",2015,1916.55282550555,1916.55282550555,1916.55282550555
"BGR",2015,13228.724869182,13228.724869182,13228.724869182
"BHR",2015,21621.6377764495,21621.6377764495,21621.6377764495
"BHS",2015,29827.397260274,29827.397260274,29827.397260274
"BIH",2015,8230.62533404596,8230.62533404596,8230.62533404596
"BLR",2015,15416.5693043016,15416.5693043016,15416.5693043016
"BLZ",2015,6729.16666666667,6729.16666666667,6729.16666666667
"BOL",2015,5137.7114616993,5137.7114616993,5137.7114616993
"BRA",2015,11387.4959200024,11387.4959200024,11387.4959200024
"BRB",2015,18384.0579710145,18384.0579710145,18384.0579710145
"BRN",2015,48445.2214452214,48445.2214452214,48445.2214452214
"BTN",2015,7129.55974842767,7129.55974842767,7129.55974842767
"BWA",2015,14597.4516281265,14597.4516281265,14597.4516281265
"CAF",2015,799.119312224785,799.119312224785,799.119312224785
"CAN",2015,37752.6581789058,37752.6581789058,37752.6581789058
"CHE",2015,40826.3984915148,40826.3984915148,40826.3984915148
"CHL",2015,16541.1731686781,16541.1731686781,16541.1731686781
"CHN",2015,10181.8353564542,10181.8353564542,10181.8353564542
"CIV",2015,1932.84464412391,1932.84464412391,1932.84464412391
"CMR",2015,2337.20821661998,2337.20821661998,2337.20821661998
"COD",2015,392.647885063007,392.647885063007,392.647885063007
"COG",2015,4973.03867403315,4973.03867403315,4973.03867403315
"COL",2015,10007.8671150515,10007.8671150515,10007.8671150515
"COM",2015,1017.36972704715,1017.36972704715,1017.36972704715
"CPV",2015,4151.57480314961,4151.57480314961,4151.57480314961
"CRI",2015,12128.9869608826,12128.9869608826,12128.9869608826
"CUB",2015,6957.55182625864,6957.55182625864,6957.55182625864
"CYP",2015,17747.0389170897,17747.0389170897,17747.0389170897
"CZE",2015,26543.115373974,26543.115373974,26543.115373974
"DEU",2015,36346.2959150307,36346.2959150307,36346.2959150307
"DJI",2015,2459.93756503642,2459.93756503642,2459.93756503642
"DNK",2015,34180.5944055944,34180.5944055944,34180.5944055944
"DOM",2015,9881.13967766692,9881.13967766692,9881.13967766692
"DZA",2015,8210.53327340507,8210.53327340507,8210.53327340507
"ECU",2015,8230.90481786134,8230.90481786134,8230.90481786134
"EGY",2015,6041.87285007371,6041.87285007371,6041.87285007371
"ERI",2015,530.839567747298,530.839567747298,530.839567747298
"ESP",2015,27411.7476311916,27411.7476311916,27411.7476311916
"EST",2015,20770.8955223881,20770.8955223881,20770.8955223881
"ETH",2015,1165.6615666474,1165.6615666474,1165.6615666474
"FIN",2015,34639.9638336347,34639.9638336347,34639.9638336347
"FJI",2015,4411.83162684869,4411.83162684869,4411.83162684869
"FRA",2015,30553.7774082926,30553.7774082926,30553.7774082926
"GAB",2015,14768.3302526186,14768.3302526186,14768.3302526186
"GBR",2015,34068.851342988,34068.851342988,34068.851342988
"GEO",2015,6409.85548448235,6409.85548448235,6409.85548448235
"GHA",2015,2047.80832095097,2047.80832095097,2047.80832095097
"GIN",2015,1240.74420344054,1240.74420344054,1240.74420344054
"GMB",2015,2105.64474365614,2105.64474365614,2105.64474365614
"GNB",2015,1211.32764920828,1211.32764920828,1211.32764920828
"GNQ",2015,31741.4880201765,31741.4880201765,31741.4880201765
"GRC",2015,22419.5621959694,22419.5621959694,22419.5621959694
"GTM",2015,4470.2585657878,4470.2585657878,4470.2585657878
"GUY",2015,3968.12749003984,3968.12749003984,3968.12749003984
"HKG",2015,47824.4047619048,47824.4047619048,47824.4047619048
"HND",2015,3805.04222249419,3805.04222249419,3805.04222249419
"HRV",2015,16874.7142203932,16874.7142203932,16874.7142203932
"HTI",2015,1232.64486517499,1232.64486517499,1232.64486517499
"HUN",2015,18027.0515796911,18027.0515796911,18027.0515796911
"IDN",2015,5038.9905050271,5038.9905050271,5038.9905050271
"IND",2015,3835.80276881938,3835.80276881938,3835.80276881938
"IRL",2015,37533.180778032,37533.180778032,37533.180778032
"IRN",2015,10940.4636729669,10940.4636729669,10940.4636729669
"IRQ",2015,4702.37928425301,4702.37928425301,4702.37928425301
"ISL",2015,34856.3218390805,34856.3218390805,34856.3218390805
"ISR",2015,29569.9845403734,29569.9845403734,29569.9845403734
"ITA",2015,27449.8966608538,27449.8966608538,27449.8966608538
"JAM",2015,7174.46499818643,7174.46499818643,7174.46499818643
"JOR",2015,5550.59523809524,5550.59523809524,5550.59523809524
"JPN",2015,32694.0415755442,32694.0415755442,32694.0415755442
"KAZ",2015,14247.8393038088,14247.8393038088,14247.8393038088
"KEN",2015,1697.82993799823,1697.82993799823,1697.82993799823
"KGZ",2015,2531.92640692641,2531.92640692641,2531.92640692641
"KHM",2015,2591.69385535617,2591.69385535617,2591.69385535617
"KOR",2015,32624.9949056527,32624.9949056527,32624.9949056527
"KWT",2015,50855.3164951668,50855.3164951668,50855.3164951668
"LAO",2015,3175.79908675799,3175.79908675799,3175.79908675799
"LBN",2015,14168.1152790485,14168.1152790485,14168.1152790485
"LBR",2015,611.730689797604,611.730689797604,611.730689797604
"LBY",2015,18544.8606271777,18544.8606271777,18544.8606271777
"LCA",2015,8362.63736263736,8362.63736263736,8362.63736263736
"LKA",2015,6121.38084632517,6121.38084632517,6121.38084632517
"LSO",2015,1751.55555555556,1751.55555555556,1751.55555555556
"LTU",2015,18869.0696241528,18869.0696241528,18869.0696241528
"LUX",2015,69868.0926916221,69868.0926916221,69868.0926916221
"LVA",2015,16219.0650779102,16219.0650779102,16219.0650779102
"MAC",2015,62697.6351351351,62697.6351351351,62697.6351351351
"MAR",2015,5137.35515686927,5137.35515686927,5137.35515686927
"MDA",2015,3673.74401913876,3673.74401913876,3673.74401913876
"MDG",2015,859.530339389784,859.530339389784,859.530339389784
"MDV",2015,8281.89910979228,8281.89910979228,8281.89910979228
"MEX",2015,13959.3416661763,13959.3416661763,13959.3416661763
