"year","region","gdppc","gdppc.lb","gdppc.ub"
2100,"EE",38435.9451853273,38435.9451853273,38435.9451853273
2100,"CA",44622.2704850269,44622.2704850269,44622.2704850269
2100,"IA",28286.4359454432,28286.4359454432,28286.4359454432
2100,"AF",17853.6628693825,17853.6628693825,17853.6628693825
2100,"LA",36254.1489397677,36254.1489397677,36254.1489397677
2101,"EU",70994.3597223481,70989.9609999858,70998.6051944148
2101,"US",96558.1730794363,96552.8093888333,96563.8406998837
2101,"OT",63971.93225106,63968.3649674601,63975.6872448613
2101,"EE",38855.1384606427,38852.1172044986,38857.906304644
2101,"CA",45025.4967862111,45022.5218715027,45028.3023426702
2101,"IA",28700.7183786191,28697.8220639549,28703.4885026138
2101,"AF",18194.2136011403,18191.7234528412,18196.6193615302
2101,"LA",36717.3366135246,36714.1064079629,36720.3642120599
2102,"EU",71569.5202309518,71556.307001439,71582.3187505034
2102,"US",97153.3990865761,97137.3384643517,97170.4131512724
2102,"OT",64384.8703742455,64374.1818820257,64396.1137207854
2102,"EE",39275.2941991401,39266.2012752454,39283.6517342687
2102,"CA",45429.5184874156,45420.5812384092,45437.9850169291
2102,"IA",29116.7013146143,29107.9614128039,29125.0877602269
2102,"AF",18537.2148531815,18529.6781610531,18544.5214372215
2102,"LA",37181.9432044434,37172.2094531153,37191.0974228785
2103,"EU",72145.8220984079,72119.3637216174,72171.4674419638
2103,"US",97750.4965017933,97718.4201867638,97784.5457078624
2103,"OT",64798.9865181265,64777.6410662575,64821.4810369146
2103,"EE",39696.3769658762,39678.1348365738,39713.2041593671
2103,"CA",45834.3055932908,45816.407539014,45851.313174684
2103,"IA",29534.3366593752,29516.7575555368,29551.2615548164
2103,"AF",18882.6174074794,18867.4142805057,18897.4092309379
2103,"LA",37647.9224135285,37628.3711909465,37666.3734809463
2104,"EU",72723.2231140609,72679.0759627472,72766.1576916074
2104,"US",98349.4101771232,98296.0205202596,98406.2170301119
2104,"OT",65214.2447306581,65178.7239865539,65251.802642255
2104,"EE",40118.3514629849,40087.8574755685,40146.584821573
2104,"CA",46239.8282075129,46209.9612586394,46268.296996632
2104,"IA",29953.576420865,29924.116769775,29982.0376614895
2104,"AF",19230.3717682148,19204.8216006793,19255.3227493543
2104,"LA",38115.2281096667,38082.5074386046,38146.2172317968
2105,"EU",73301.6812217384,73235.3893089278,73366.2564233133
2105,"US",98950.0853852524,98870.1068256743,99035.3383047142
2105,"OT",65630.6092982689,65577.4132147055,65687.0763060384
2105,"EE",40541.1825386268,40495.3109162291,40583.8149351761
2105,"CA",46646.0565398474,46601.2044005494,46688.9677745049
2105,"IA",30374.3727267407,30329.9480578316,30417.4437916999
2105,"AF",19580.4281931769,19541.792468286,19618.3018291888
2105,"LA",38583.8143431302,38534.5367096251,38630.6534557057
2106,"EU",73881.154528397,73788.2504118921,73971.845820141
2106,"US",99552.467818808,99440.6478472454,99671.889401709
2106,"OT",66048.0447471876,65973.6928898634,66127.2759438458
2106,"EE",40964.8351957054,40900.4465393166,41024.915685472
2106,"CA",47052.9609130596,46990.1004710234,47113.3181283101
2106,"IA",30796.67784154,30734.1631533035,30857.5075910258
2106,"AF",19932.7367245616,19878.2218349342,19986.3861298388
2106,"LA",39053.6353586948,38984.3802059204,39119.7068656239
2107,"EU",74461.6013126028,74337.6092320504,74582.8581279194
2107,"US",100156.503589856,100007.623569213,100315.819885824
2107,"OT",66466.5158448424,66367.5473778115,66572.4085649015
2107,"EE",41389.2746003493,41303.2137356874,41469.9082271096
2107,"CA",47460.5117696704,47376.6144636619,47541.3560536761
2107,"IA",31220.4441833762,31136.6765238074,31302.2566369541
2107,"AF",20287.2472191543,20214.007298441,20359.6151260384
2107,"LA",39524.6456083745,39431.9618069371,39613.4021051139
2108,"EU",75042.9800328407,74883.390495957,75199.3913999764
2108,"US",100762.139229591,100571.019835949,100967.216122537
2108,"OT",66885.9876013261,66758.9618545073,67022.4937993732
2108,"EE",41814.4660901612,41703.5632003764,41918.8136824354
2108,"CA",47868.679678556,47760.7128429684,47973.0891674868
2108,"IA",31645.6243401454,31537.405370028,31751.7184366705
2108,"AF",20643.9093778845,20549.0491380169,20738.0281005383
2108,"LA",39996.7997637747,39877.2080561171,40111.7637462892
2109,"EU",75625.2493356534,75425.4997369839,75821.5681389913
2109,"US",101369.321688206,101130.746149793,101626.07348918
2109,"OT",67306.4252709163,67147.9043698257,67477.4968476098
2109,"EE",42240.3751822344,42101.4476417832,42371.6531398361
2109,"CA",48277.4353413912,48142.3635272511,48408.5036269705
2109,"IA",32072.1710852453,31936.2696212448,32205.920424856
2109,"AF",21002.6727747423,20883.2503435556,21121.664136811
2109,"LA",40470.0527280646,40320.0481448,40614.8162877565
2110,"EU",76208.3680636049,75963.8911805373,76449.3235669852
2110,"US",101977.998334916,101686.813233819,102292.31963937
2110,"OT",67727.7943536431,67534.3527620521,67937.4366164599
2110,"EE",42666.967580937,42496.8217642659,42828.4476520782
2110,"CA",48686.7495989362,48521.5360330587,48847.5885498699
2110,"IA",32500.0373928099,32333.1919275064,32664.8899614897
2110,"AF",21363.4868850462,21216.51663926,21510.5620755904
2110,"LA",40944.3596475722,40760.4138937,41122.5841525619
2111,"EU",76792.295263069,76498.6441334113,77082.6523421889
2111,"US",102588.116958133,102239.198321809,102966.009326012
2111,"OT",68150.0605968973,67918.2772624521,68402.2986911383
2111,"EE",43094.2091854643,42889.6426014036,43289.2182346463
2111,"CA",49096.5934371654,48898.2017937756,49290.343618302
2111,"IA",32929.1764524605,32728.0976486151,33128.6543296587
2111,"AF",21726.301113055,21548.7565018414,21904.7604947269
2111,"LA",41419.6759230039,41198.2397320896,41635.0916861408
2112,"EU",77376.9901918398,77029.7309060968,77721.5672720614
2112,"US",103199.625765767,102787.892227526,103647.135219823
2112,"OT",68573.1899970708,68299.5733804356,68872.0797659784
2112,"EE",43522.0660971615,43279.8688267955,43753.98586408
2112,"CA",49506.9379932395,49272.3090406729,49736.7672842831
2112,"IA",33359.5416835793,33120.9148400861,33597.2407333748
2112,"AF",22091.0648189159,21879.8814263293,22304.2978095033
2112,"LA",41895.9572202914,41633.4626748196,42152.3631542721
2113,"EU",77962.4123265629,77557.1263566777,78366.0809848077
2113,"US",103812.473385647,103332.93377698,104335.433139566
2113,"OT",68997.1488012223,68678.2114633558,69346.7377159849
2113,"EE",43950.5046266169,43667.4511787589,44222.7714763082
2113,"CA",49917.7545613188,49643.7533915742,50186.9787141651
2113,"IA",33791.0867491051,33511.5742362431,34070.6762953989
2113,"AF",22457.7273449435,22209.8058405887,22709.2122057087
2113,"LA",42373.1594810687,42066.0222973032,42674.4227410363
2114,"EU",78548.5213699865,78080.7733980195,79016.1988565898
2114,"US",104426.608866046,103874.28677385,105031.27388967
2114,"OT",69421.9035087616,69054.1632765164,69826.1183929649
2114,"EE",44379.4913005268,44052.3396624369,44695.5957633247
2114,"CA",50329.0145982194,50012.4965771241,50640.8913120143
2114,"IA",34223.7655688591,33900.0092306075,34548.9880550724
2114,"AF",22826.2380412258,22538.446637641,23119.5416324755
2114,"LA",42851.2389327826,42495.8607085888,43201.2945467789
2115,"EU",79135.2772580304,78600.6000783928,79671.9480032147
2115,"US",105041.981676301,104411.817335809,105734.660342468
2115,"OT",69847.4208731475,69427.4019867464,70310.4572291519
2115,"EE",44808.9928683344,44434.4958565708,45172.4789492086
2115,"CA",50740.6897289114,50378.5021791472,51098.538087678
2115,"IA",34657.5323324008,34286.155853738,35032.2023757692
2115,"AF",23196.5462905513,22865.7234849767,23535.3237951542
2115,"LA",43330.1520984405,42922.922522643,43733.0025860785
2116,"EU",79722.6401666728,79116.5749131095,80333.5419492685
2116,"US",105658.541707506,104945.642573184,106445.455539797
2116,"OT",70273.6679035909,69797.9021453717,70799.4834126105
2116,"EE",45238.9763086437,44813.8832602691,45653.4417152767
2116,"CA",51152.7517518591,50741.7356102846,51559.8505822112
2116,"IA",35092.3415114224,34669.9527486745,35520.3321104095
2116,"AF",23568.6015326579,23191.5588189442,23956.5961482288
2116,"LA",43809.8558059977,43347.1548279635,44269.5707857198
2117,"EU",80310.570518654,79628.6682441957,81000.9646208269
2117,"US",106276.239273285,105475.753530321,107163.46674489
2117,"OT",70700.6118667597,70165.6334460665,71292.6633132302
2117,"EE",45669.408835409,45190.4678179933,46138.4726240596
2117,"CA",51565.1726442053,51102.1640924505,52024.9258630739
2117,"IA",35528.1478716832,35051.3411441341,36013.4017476844
2117,"AF",23942.3532877991,23515.8778351317,24383.395888274
2117,"LA",44290.3071973896,43768.5071556386,44811.0229826727
2118,"EU",80899.0289899961,80136.9375025631,81674.2272794861
2118,"US",106895.025110615,106002.142064928,107888.494886426
2118,"OT",71128.2202884792,70530.5668973591,71790.3591693824
2118,"EE",46100.2579039046,45564.2411786953,46627.5877018187
2118,"CA",51977.9245667971,51459.8370216969,52493.7725414677
2118,"IA",35964.9064844911,35430.2648256077,36511.4356069597
2118,"AF",24317.751179629,23838.6091410518,24815.7789561041
2118,"LA",44771.4637372116,44186.9314459649,45357.3829220768
2119,"EU",81487.976516338,80641.3768117062,82352.8568499678
2119,"US",107514.850380706,106524.800951689,108620.992506486
2119,"OT",71556.4609554231,70892.5428992313,72292.4565269265
2119,"EE",46531.4912164735,45935.1748129309,47120.8030325411
2119,"CA",52390.9798690568,51814.7887173949,52966.3991755518
2119,"IA",36402.5727377355,35806.6701044993,37014.457835315
2119,"AF",24694.7449574051,24159.6837798085,25253.7887663659
2119,"LA",45253.2832210518,44602.3820137352,45908.6742552317
2120,"EU",82077.3742990868,81141.97061239,83037.1551642334
2120,"US",108135.666669917,107043.72386486,109359.87665598
2120,"OT",71985.3019167901,71251.5982216461,72799.1277617138
2120,"EE",46963.0767280594,46303.241913912,47618.1345647161
2120,"CA",52804.3110936962,52167.0033275496,53442.8753614916
2120,"IA",36841.1023464779,36180.5057854472,37522.4967627806
2120,"AF",25073.2845175114,24479.0352317339,25697.4653372302
2120,"LA",45735.7237834793,45014.8155123018,46464.9205375943
2121,"EU",82667.1838113842,81638.5954280669,83727.0884358549
2121,"US",108757.425990705,107558.905360899,110104.635733693
2121,"OT",72414.7114859625,71607.8624044367,73310.9733389109
2121,"EE",47394.9826515222,46668.401700947,48119.5981094066
2121,"CA",53217.8909812768,52516.4661973981,53923.1730181144
2121,"IA",37280.4513631046,36551.723131963,38035.5927850148
2121,"AF",25453.3199243023,24796.5996598483,26146.8485572713
2121,"LA",46218.7439056944,45424.1908965204,47026.1452267819
2122,"EU",83257.366803888,82131.2196338578,84422.5727438233
2122,"US",109380.080782595,108070.340861134,110856.671271243
2122,"OT",72844.6582421418,71961.4430017298,73828.0185268765
2122,"EE",47827.1774627418,47030.6127106085,48625.209338337
2122,"CA",53631.6924746155,52863.1652021373,54407.2399474515
2122,"IA",37720.5761870497,36920.2758305196,38553.7721289552
2122,"AF",25834.8014302717,25112.3158833574,26601.9781812141
2122,"LA",46702.3024228435,45830.4693846726,47592.3716805829
2123,"EU",83847.8853103704,82619.8252549302,85123.646185509
2123,"US",110003.583913169,108578.026634478,111614.931699101
2123,"OT",73275.1110319577,72312.1373134297,74349.7544386998
2123,"EE",48259.6299055095,47389.8507000498,49135.0529337296
2123,"CA",54045.6887230367,53207.0894128517,54895.0844626127
2123,"IA",38161.433574092,37286.1199532168,39077.0609202488
2123,"AF",26217.6794955495,25426.1253484491,27062.8938257107
2123,"LA",47186.3585310049,46233.6144194675,48163.6231549736
2124,"EU",84438.701653131,83104.3941669525,85830.4341685613
2124,"US",110627.888679058,109081.75203229,112380.270373352
2124,"OT",73706.0389710466,72659.9299614089,74875.6577552091
2124,"EE",48692.308996212,47746.0931196087,49649.1666154781
2124,"CA",54459.8530864735,53548.2277910087,55386.7560804263
2124,"IA",38602.980645234,37649.213919146,39605.4851812059
2124,"AF",26601.9048067308,25738.0155777404,27529.6349651489
2124,"LA",47670.8717938488,46633.5916282121,48739.9228021434
2125,"EU",85029.778448228,83584.9095323026,86543.2032196073
2125,"US",111252.94880694,109581.098724965,113152.727243005
2125,"OT",74137.4114455973,73004.8067961714,75406.2308198964
2125,"EE",49125.1840283088,48099.3190804691,50167.5746595491
2125,"CA",54874.1591394161,53886.5279561841,55882.2629225429
2125,"IA",39045.1748951688,38009.5184545765,40139.0708287648
2125,"AF",26987.4282950417,26047.9569393901,28002.2409274918
2125,"LA",48155.8021489781,47030.3687822444,49321.293668527
2126,"EU",85621.0786105251,84061.4542325079,87261.5551264566
2126,"US",111878.718454528,110076.122987341,113932.521210255
2126,"OT",74569.1981138581,73346.7542697146,75941.4217875637
2126,"EE",49558.2245766067,48449.5093219123,50690.3013753488
2126,"CA",55288.5806747117,54221.9280941381,56381.6328994264
2126,"IA",39487.9742003416,38366.9965520756,40677.8436724659
2126,"AF",27374.2011538482,26355.9032969215,28480.75089015
2126,"LA",48641.1099139528,47423.9157557138,49907.7586928443
2127,"EU",86212.5653585575,84534.0413002505,87985.5929760298
2127,"US",112505.152211548,110566.996386686,114720.24284662
2127,"OT",75001.368907606,73685.6184229188,76481.433949257
2127,"EE",49991.4005013328,48796.6461782147,51217.3711048948
2127,"CA",55703.0917072153,54554.4150704255,56884.9617000765
2127,"IA",39931.3368266124,38721.6134286752,41221.8294124375
2127,"AF",27762.1748555137,26661.8108448389,28965.2038758867
2127,"LA",49126.755792006,47814.2044837937,50499.3407041493
2128,"EU",86804.202219216,85002.665068076,88715.3196490327
2128,"US",113132.205100701,111053.526674173,115514.297412301
2128,"OT",75433.8940335716,74021.3824949167,77026.2676055566
2128,"EE",50424.6819520104,49140.7135452458,51748.8082219839
2128,"CA",56117.6664772926,54883.9781619678,57392.3029553296
2128,"IA",40375.2214365275,39073.336483193,41771.0536373907
2128,"AF",28151.3011676118,26965.6380635163,29455.6387487561
2128,"LA",49612.7008774537,48201.2089204063,51096.0624198861
2129,"EU",87395.9530322515,85467.3210724236,89450.8033414214
2129,"US",113759.832578595,111535.691731246,116315.096442703
2129,"OT",75866.7439748194,74354.0377870606,77575.5700857962
2129,"EE",50858.039371139,49481.6968468192,52284.6371313553
2129,"CA",56532.2794541774,55210.6071224654,57903.6587649798
2129,"IA",40819.5870962054,39422.1352528076,42325.5418226268
2129,"AF",28541.5321685017,27267.34567311,29952.0942100763
2129,"LA",50098.9066608054,48584.9049955368,51697.946443955
2130,"EU",87987.7819546002,85927.9396525545,90192.1386867436
2130,"US",114387.99053666,112013.472243703,117123.060928434
2130,"OT",76299.8894920809,74683.5727713729,78129.4730261199
2130,"EE",51291.4434976819,49819.5830008459,52824.8578486997
2130,"CA",56946.9053391847,55534.2926104232,58419.0742619743
2130,"IA",41264.3932818463,39767.9813689904,42885.3193280545
2130,"AF",28932.8202622738,27566.8965866366,30454.6087944363
2130,"LA",50585.3350335807,48965.2705722107,52305.0152647858
2131,"EU",88579.653464531,86384.4470267106,90939.4988297726
2131,"US",115016.635302017,112486.868650349,117938.250042852
2131,"OT",76733.3016250369,75010.2223080259,78688.069799819
2131,"EE",51724.8653703648,50154.3603853386,53369.4653756369
2131,"CA",57361.5190687798,55855.0264697714,58938.6316729626
2131,"IA",41709.5998858699,40110.8485128853,43450.4113962189
2131,"AF",29325.1181930734,27864.1971593408,30963.2208657385
2131,"LA",51071.9482928368,49342.285403205,52917.2912534217
2132,"EU",89171.5323656163,86836.8363851858,91692.6367469507
2132,"US",115645.723638323,112955.865644119,118760.656665085
2132,"OT",77166.9516935491,75334.1194718574,79251.3603868077
2132,"EE",52158.2763307871,50486.0188043123,53918.4796625771
2132,"CA",57776.0958175072,56172.8017040038,59462.356148452
2132,"IA",42155.1672226911,40450.7131940365,44020.8596563613
2132,"AF",29718.3790588109,28159.1695725209,31477.9686132772
2132,"LA",51558.7091454122,49715.9310875604,53534.796661612
2133,"EU",89763.3837905278,87285.1022088586,92451.3830772957
2133,"US",116275.212746561,113420.813769823,119589.644714314
2133,"OT",77600.811298837,75655.0288810095,79818.7721053427
2133,"EE",52591.6480263502,50814.549453626,54471.9205884153
2133,"CA",58190.6110007783,56487.6124502136,59989.9563575477
2133,"IA",42601.0560341388,40787.5550514699,44596.7025214161
2133,"AF",30112.5563242678,28451.7778134304,31998.890047853
2133,"LA",52045.5807118926,50086.1910269596,54157.5536199139
2134,"EU",90355.1732046588,87729.2403322289,93215.6398828196
2134,"US",116905.060265796,113881.885970709,120425.642463207
2134,"OT",78034.8523246001,75972.7079388654,80389.949302854
2134,"EE",53024.9524130051,51139.9448868068,55029.8079589067
2134,"CA",58605.040277522,56799.4539530588,60521.662392403
2134,"IA",43047.2274945273,41121.3537562233,45177.9674147653
2134,"AF",30507.6038336071,28741.9880930744,32526.0229979238
2134,"LA",52532.5265303041,50453.050382032,54785.5841358051
2135,"EU",90946.8664095746,88169.2479121481,93985.7126892241
2135,"US",117535.224273878,114338.839453682,121268.609032965
2135,"OT",78469.0469380833,76287.4789003565,80965.5482772667
2135,"EE",53458.1617578221,51462.1989808963,55592.1604911292
2135,"CA",59019.3595526985,57108.3225386858,61057.4923469081
2135,"IA",43493.6432153851,41452.0880829427,45764.6816975333
2135,"AF",30903.475822298,29029.7687999586,33059.4051057937
2135,"LA",53019.5105595395,50816.4960286433,55418.9100918056
2136,"EU",91538.4295462915,88605.1233965605,94761.6075002703
2136,"US",118165.663288088,114791.272799521,122118.615944783
2136,"OT",78903.3675910836,76599.4182928346,81545.7002229807
2136,"EE",53891.2486413866,51781.3069023586,56158.9973137662
2136,"CA",59433.5449796779,57414.2155886406,61597.4642594184
2136,"IA",43940.2652498515,41779.7391834441,46356.8726669961
2136,"AF",31300.1269284639,29315.0904530371,33599.0738238387
2136,"LA",53506.4971825229,51176.5165142257,56057.5532436107
2137,"EU",92129.8290983891,89036.9517208247,95543.2578310211
2137,"US",118796.336265736,115239.176696478,122974.22640365
2137,"OT",79337.7870208979,76908.5736448253,82130.8653728805
2137,"EE",54324.1859600236,52097.2650730845,56730.3378879786
2137,"CA",59847.5729624864,57717.1315137947,62141.5961111774
2137,"IA",44387.0560967457,42104.2919796763,46954.5675549931
2137,"AF",31697.5122036652,29597.9256539801,34145.0629262763
2137,"LA",53993.4512091182,51533.1020142006,56701.5352182335
2138,"EU",92721.0318949541,89464.7546528904,96330.6299433574
2138,"US",119427.202604698,115682.543752745,123835.276527658
2138,"OT",79772.2782512098,77214.8587873469,82721.2012957765
2138,"EE",54756.9469278537,52410.0716127267,57306.2015928792
2138,"CA",60261.4201579219,58017.1473803938,62689.9010018696
2138,"IA",44833.9787043178,42425.7331258359,47557.7634103864
2138,"AF",32095.5871231257,29878.2490388766,34697.3577521797
2138,"LA",54480.3378787878,51886.2442885435,57350.8775121593
2139,"EU",93312.0051133604,89888.5373163747,97123.7243877398
2139,"US",120058.222143895,116121.37675815,124701.966574646
2139,"OT",80206.8145929152,77518.322702092,83316.8241136167
2139,"EE",55189.5050786846,52719.7257352119,57886.607723909
2139,"CA",60675.0634775394,58314.2908653374,63242.391990145
2139,"IA",45280.9964736879,42744.0509623387,48166.4811687133
2139,"AF",32494.307595413,30156.0372294848,35255.9901601634
2139,"LA",54967.1228630052,52235.9366385373,58005.6014895102
2140,"EU",93902.7162818854,90308.3058094703,97922.5414242456
2140,"US",120689.355163701,116555.674818335,125576.539126057
2140,"OT",80641.3696448861,77818.9744442756,83917.3991795456
2140,"EE",55621.8342677405,53026.247362744,58471.5754912181
2140,"CA",61088.4800895101,58608.4985983257,63799.0921981415
2140,"IA",45728.0732619811,43059.2354699046,48780.7451519071
2140,"AF",32893.6299715852,30431.2692764958,35820.9916352744
2140,"LA",55453.7722674299,52582.1738637598,58665.7283802212
2141,"EU",94493.1332821666,90724.0671775902,98727.0810197949
2141,"US",121320.562386298,116985.798866252,126458.099204606
2141,"OT",81075.9172946699,78116.8585691872,84522.6323220801
2141,"EE",56053.9086732332,53329.6552979253,59061.1240180509
2141,"CA",61501.6474203547,58899.7481528274,64360.010652082
2141,"IA",46175.1733851669,43371.3117489108,49400.5795477808
2141,"AF",33293.511053813,30703.9257996318,36392.3932834785
2141,"LA",55940.252633847,52924.9522193439,59331.2792782279
2142,"EU",95083.2243514981,91135.8293862749,99537.3428454882
2142,"US",121951.804975957,117411.873164173,127346.374198149
2142,"OT",81510.4317191271,78412.0132342958,85132.5181849947
2142,"EE",56485.7027977778,53629.9526915471,59655.2723391369
2142,"CA",61914.5431565537,59188.0428138836,64924.9948153349
2142,"IA",46622.261620608,43680.2421839604,50026.0084081859
2142,"AF",33693.9081034881,30973.9550669986,36970.2258262219
2142,"LA",56426.5309418799,53264.2693735529,60002.2751396656
2143,"EU",95672.9580849717,91543.6012943752,100353.338421838
2143,"US",122583.044539252,117833.291093486,128241.982952108
2143,"OT",81944.8873850034,78704.2778166541,85747.03738468
2143,"EE",56917.1914696563,53927.1436799057,60254.0393990865
2143,"CA",62327.1452460366,59473.3867202762,65494.1077437789
2143,"IA",47069.3032093285,43986.0214609968,50657.055647184
2143,"AF",34094.7788488305,31241.3331578999,37554.5195950701
2143,"LA",56912.5746104797,53600.1243657037,60678.736781081
2144,"EU",96262.3034374627,91947.3926275231,101175.719451178
2144,"US",123214.243125202,118250.806156501,129145.785320346
2144,"OT",82379.259049438,78993.8550544074,86366.1831115972
2144,"EE",57348.3498439326,54221.2333535866,60857.444050792
2144,"CA",62739.4318995512,59755.7848398368,66067.6345895473
2144,"IA",47516.2638580069,44288.6457215084,51293.7450392318
2144,"AF",34496.0814920043,31506.0446001451,38145.3045264234
2144,"LA",57398.351499197,53932.5175644756,61360.6848776546
2145,"EU",96851.2297254641,92347.2139518994,102004.283386699
2145,"US",123845.36322535,118664.486945127,130057.78058459
2145,"OT",82813.5217604075,79280.7556387552,86989.9488182804
2145,"EE",57779.153403421,54512.2277266254,61465.5050538348
2145,"CA",63151.3815919166,60035.2429449503,66645.6014205257
2145,"IA",47963.1097407023,44588.112517955,51936.10021738
2145,"AF",34897.7747157531,31768.0859803188,38742.610156313
2145,"LA",57883.8299092432,54261.4506266327,62048.1399614373
2146,"EU",97439.7066287706,92742.7811434366,102838.572846392
2146,"US",124476.367773757,119074.354866599,130977.061562174
2146,"OT",83247.650857104,79564.9905969597,87618.3278063051
2146,"EE",58209.5779595138,54800.1337060591,62078.2410728981
2146,"CA",63562.9730631606,60311.7675882707,67227.9289372074
2146,"IA",48409.8075003204,44884.4207696027,52584.144671485
2146,"AF",35299.8176895679,32027.5293708596,39346.4656152765
2146,"LA",58368.9785843442,54586.9264561927,62741.1224195979
2147,"EU",98027.704192015,93134.0286250413,103678.915927716
2147,"US",125107.220146935,119480.427653942,131903.253414835
2147,"OT",83681.6219702494,79846.571280576,88251.3121783421
2147,"EE",58639.5996528685,55084.9590618855,62695.6706761856
2147,"CA",63974.1853195442,60585.366078664,67814.5934437587
2147,"IA",48856.3242498271,45177.5707188089,53237.901746435
2147,"AF",35702.1700753967,32284.3669667331,39956.8996233145
2147,"LA",58853.7667113946,54908.9491640671,63439.6524926845
2148,"EU",98615.1928260596,93520.9644725762,104525.221106594
2148,"US",125737.884163698,119882.634212134,132836.345709276
2148,"OT",84115.4110223438,80125.5093538791,88888.8711771049
2148,"EE",59069.1949539591,55366.7123974421,63317.8116821094
2148,"CA",64384.9976344752,60856.0464573922,68405.612291835
2148,"IA",49302.6275732158,45467.563887789,53897.3946403906
2148,"AF",36104.7920329082,32538.5875430252,40573.9404849303
2148,"LA",59338.1639209154,55227.5240281985,64143.7502728979
2149,"EU",99202.143309245,93903.5980689935,105377.43069709
2149,"US",126368.324084944,120280.641040013,133776.306925423
2149,"OT",84548.9942278496,80401.8167824868,89531.3716666528
2149,"EE",59498.340663496,55645.4031202174,63944.6823516495
2149,"CA",64795.3895493132,61123.8174745525,69001.0027592399
2149,"IA",49748.6855262371,45754.4030358997,54562.6464030384
2149,"AF",36507.6442243215,32790.1403607366,41197.6160842528
2149,"LA",59822.140287322,55542.6574542192,64853.4357023793
2150,"EU",99788.5267884977,94282.0913541779,106235.522660628
2150,"US",126998.504613355,120674.459729879,134723.12105786
2150,"OT",84982.3480933109,80675.445740306,90179.1058407348
2150,"EE",59927.0139127147,55921.0414131064,64576.3009111803
2150,"CA",65205.3408740679,61388.688565783,69600.7805524554
2150,"IA",50194.466636896,46038.0921174663,55233.8362942452
2150,"AF",36910.6878188107,33039.1366857445,41827.9538802437
2150,"LA",60305.6663290076,55854.3569366507,65568.7285715105
2151,"EU",100374.314780301,94656.5530058087,107099.416880169
2151,"US",127628.390893027,121064.170097553,135676.773539984
2151,"OT",85415.4494174079,80945.9707956368,90832.2835575794
2151,"EE",60355.1921635393,56193.6385644855,65212.6854836682
