"year","region","gdppc","gdppc.lb","gdppc.ub"
2100,"CA",120784.535889665,120784.535889665,120784.535889665
2100,"IA",116035.290487416,116035.290487416,116035.290487416
2100,"AF",106890.101107369,106890.101107369,106890.101107369
2100,"LA",123151.990804088,123151.990804088,123151.990804088
2101,"EU",139476.666266659,139470.876962367,139482.774230919
2101,"US",159000.819111702,158994.230470204,159007.454235409
2101,"OT",143015.596368108,143009.681990175,143021.772537117
2101,"EE",102161.239430929,102157.035676773,102165.540791813
2101,"CA",122422.869561698,122417.745226581,122427.967671124
2101,"IA",118629.386448364,118623.354194789,118635.763752518
2101,"AF",110187.845555281,110179.468447661,110196.48163831
2101,"LA",125832.193908019,125826.01069993,125838.841697507
2102,"EU",141812.659925482,141795.076928157,141831.219498552
2102,"US",161182.794605951,161162.860929466,161202.948749127
2102,"OT",145382.947772784,145365.002133147,145401.748137308
2102,"EE",103782.536572976,103769.789543112,103795.611749306
2102,"CA",124078.990163262,124063.499091452,124094.403921203
2102,"IA",121264.525616492,121246.114530473,121284.033375723
2102,"AF",113560.230643685,113534.495943433,113586.815367363
2102,"LA",128553.652209073,128534.790780255,128573.960332579
2103,"EU",144177.055330968,144141.45712134,144214.649535343
2103,"US",163388.439841802,163348.236182725,163429.200764641
2103,"OT",147778.838212356,147742.540412244,147816.988425149
2103,"EE",105422.822265307,105397.031775029,105449.313391425
2103,"CA",125752.978775995,125721.760761091,125784.141068537
2103,"IA",123940.994924319,123903.539166147,123980.739143728
2103,"AF",117008.161257672,116955.46997107,117062.708474579
2103,"LA",131316.643197933,131278.292073461,131357.998008557
2104,"EU",146569.995616867,146509.94156515,146633.451209486
2104,"US",165617.861352269,165550.29345242,165686.429782422
2104,"OT",150203.410381664,150142.234060426,150267.919530105
2104,"EE",107082.188997923,107038.683725323,107126.920127672
2104,"CA",127444.915150982,127392.491702631,127497.447065482
2104,"IA",126659.077106866,126595.586755798,126726.534721045
2104,"AF",120532.535345863,120442.655066861,120625.784830185
2104,"LA",134121.440210294,134056.466907855,134191.610983185
2105,"EU",148991.621468996,148900.449922172,149088.013138493
2105,"US",167871.163859459,167768.967439659,167974.90772423
2105,"OT",152656.804532944,152564.005379009,152754.970985979
2105,"EE",108760.727675005,108694.671999817,108828.726441147
2105,"CA",129154.877686268,129075.651775867,129234.511328678
2105,"IA",129419.050619861,129322.206972811,129522.078950718
2105,"AF",124134.243564998,123996.293814777,124277.686884966
2105,"LA",136968.312349025,136869.25894962,137075.460452395
2106,"EU",151442.071087128,151312.898768795,151578.725653365
2106,"US",170148.450245184,170004.190341234,170294.905372662
2106,"OT",155139.158437815,155007.68901774,155278.575730378
2106,"EE",110458.52759024,110364.919985335,110554.999584586
2106,"CA",130882.943404695,130771.182104348,130995.701608937
2106,"IA",132221.189559539,132083.340552042,132368.035208679
2106,"AF",127814.168928739,127616.606753598,128020.075332874
2106,"LA",139857.524407819,139716.603245387,140010.212529095
2107,"EU",153921.480147523,153747.200031216,154106.0471303
2107,"US",172449.821522022,172255.891867397,172646.695032368
2107,"OT",157650.607349921,157473.169142323,157839.17010372
2107,"EE",112175.676402541,112049.364338744,112306.013746368
2107,"CA",132629.187932054,132479.019111589,132781.12554897
2107,"IA",135065.76358405,134878.91933679,135265.071367132
2107,"AF",131573.186460926,131303.792303172,131854.629080071
2107,"LA",142789.336796387,142598.426269294,142996.538221033
2108,"EU",156429.981766136,156203.261077126,156670.410361568
2108,"US",174775.376804808,174523.772981105,175030.621718362
2108,"OT",160191.283968223,159960.358875652,160437.11092968
2108,"EE",113912.260112179,113747.987048515,114081.997986193
2108,"CA",134393.685475578,134199.10784596,134590.918891403
2108,"IA",137953.037836501,137708.86633055,138213.859756872
2108,"AF",135412.16285348,135058.02670959,135783.031351925
2108,"LA",145764.005467196,145514.64597448,146035.113407738
2109,"EU",158967.706462507,158680.985060198,159272.151411777
2109,"US",177125.213282587,176807.666044387,177447.310504868
2109,"OT",162761.31840097,162469.206574214,163072.732881811
2109,"EE",115668.363037351,115460.731334676,115883.196256383
2109,"CA",136176.508802773,135931.391118072,136425.28794662
2109,"IA",140883.272869667,140573.095753477,141215.077128528
2109,"AF",139331.95612917,138879.464009013,139806.919576
2109,"LA",148781.781843798,148465.171848887,149126.61881655
2110,"EU",161534.782124335,161180.270956728,161911.670907929
2110,"US",179499.426191023,179107.424397319,179897.137076325
2110,"OT",165360.838130353,164999.609060992,165746.435304604
2110,"EE",117444.067791166,117187.571956807,117709.994871034
2110,"CA",137977.729220589,137675.809941525,138284.43610433
2110,"IA",143856.724572396,143471.513103426,144269.404612755
2110,"AF",143333.415309432,142768.236009894,143927.99990159
2110,"LA",151842.912750763,151449.904975305,152271.739997723
2111,"EU",164131.333972776,163701.013603868,164589.372927414
2111,"US",181898.10878529,181422.897918753,182380.478249567
2111,"OT",167989.967977864,167551.459040977,168458.619563983
2111,"EE",119239.455259073,118928.450651448,119562.686321633
2111,"CA",139797.416554957,139432.303548355,140168.638888089
2111,"IA",146873.64409772,146404.015807622,147377.527679362
2111,"AF",147417.380087426,146724.452293299,148147.994277393
2111,"LA",154947.640345239,154468.738166631,155471.167046712
2112,"EU",166757.48452844,166243.1037394,167305.663228375
2112,"US",184321.352313438,183753.933082711,184897.715774284
2112,"OT",170648.830070358,170124.645141098,171209.688537316
2112,"EE",121054.604576744,120683.307013457,121441.565153206
2112,"CA",141635.639130675,141200.809404991,142078.308298521
2112,"IA",149934.277792709,149370.504803962,150540.135748589
2112,"AF",151584.680506536,150748.200650259,152468.640306381
2112,"LA",158096.202050161,157521.556582406,158725.594395897
2113,"EU",169413.353578138,168806.428043005,170060.949212751
2113,"US",186769.245990252,186100.596663151,187448.810243071
2113,"OT",173337.543806841,172719.051951656,174000.177197921
2113,"EE",122889.593108407,122452.078517092,123346.927958194
2113,"CA",143492.463751674,142981.078440622,144013.886677864
2113,"IA",153038.867130084,152370.86254398,153757.919244302
2113,"AF",155836.136644451,154839.551329009,156891.691095151
2113,"LA",161288.830489136,160608.23664395,162035.721707761
2114,"EU",172099.058142356,171390.869179018,172855.639888703
2114,"US",189241.876971618,188463.00171303,190033.865105427
2114,"OT",176056.225825995,175334.562086164,176830.55608317
2114,"EE",124744.496425636,124234.611007233,125279.046318016
2114,"CA",145367.955681646,144772.860737396,145975.66349159
2114,"IA",156187.64864161,155404.96314338,157031.575601316
2114,"AF",160172.558303039,158998.548561107,161418.915097785
2114,"LA",164525.753423013,163728.646653109,165402.253348435
2115,"EU",174814.712443488,173996.305840599,175690.145832455
2115,"US",191739.330329388,190841.067288289,192653.013854808
2115,"OT",178804.989974438,177971.054771362,179701.127912155
2115,"EE",126619.388286623,126030.72258886,127238.19315578
2115,"CA",147262.178625066,146576.032861881,147963.932846159
2115,"IA",159380.853853283,158472.672463178,160361.812374961
2115,"AF",164594.744704129,163225.214588885,166052.095954272
2115,"LA",167807.193688163,166882.646871883,168825.898357942
2116,"EU",177560.427874834,176622.612795306,178564.879149531
2116,"US",194261.689026769,193234.704655464,195307.260013787
2116,"OT",181583.947275754,180628.403440521,182612.284261022
2116,"EE",128514.340615917,127840.313780631,129224.659602884
2116,"CA",149175.19470859,148390.468994227,149978.826264989
2116,"IA",162618.709222339,161573.848194654,163749.383316203
2116,"AF",169103.484191397,167519.549751363,170793.032323512
2116,"LA",171133.369136489,170070.089605667,172307.370419509
2117,"EU",180336.312970368,179269.300665085,181480.253435415
2117,"US",196809.033894241,195643.822966608,197997.19082122
2117,"OT",184393.205900273,183306.477683644,185564.441723621
2117,"EE",130429.423484652,129663.427140126,131238.702219674
2117,"CA",151107.064462858,150216.042759442,152020.095371682
2117,"IA",165901.436076095,164708.339948019,167195.007564781
2117,"AF",173699.553938467,171881.532586092,175643.537710963
2117,"LA",174504.492577171,173290.819290012,175847.387827966
2118,"EU",183142.473375287,181936.18187646,184436.682058286
2118,"US",199381.443606,198068.329283332,200723.203319586
2118,"OT",187232.871135636,186005.143295402,188558.018367855
2118,"EE",132364.705091261,131500.012261113,133280.566777428
2118,"CA",153057.846804686,152052.624486442,154087.865927232
2118,"IA",169229.250552641,167875.989344662,170699.408737801
2118,"AF",178383.719663391,176311.119946505,180605.440290961
2118,"LA",177920.771720172,176544.672580783,179446.673457226
2119,"EU",185979.011817357,184623.120285291,187434.575956694
2119,"US",201978.994656951,200508.128601359,203485.683576577
2119,"OT",190103.04535814,188724.262324335,191593.433695018
2119,"EE",134320.251742695,133349.986652393,135350.539241451
2119,"CA",155027.599019672,153900.490269168,156182.748098808
2119,"IA",172602.363543389,171076.630112881,174263.31489212
2119,"AF",183156.735349621,180808.247134389,185680.582723766
2119,"LA",181382.409121516,179831.478447613,183105.942263057
2120,"EU",188846.028079057,187330.298193038,190474.351972469
2120,"US",204601.761340246,202963.123875555,206283.823857832
2120,"OT",193003.828004876,191463.693123265,194671.108598552
2120,"EE",136296.12783613,135213.265708716,137449.0345269
2120,"CA",157016.376745207,155759.663689874,158305.406588292
2120,"IA",176020.980637507,174310.088186953,177887.458485797
2120,"AF",188019.342973607,185372.828047046,190870.952871443
2120,"LA",184889.602130346,183151.058270541,186825.894116634
2121,"EU",191743.618970529,190057.425134749,193556.428240278
2121,"US",207249.815725382,205433.069979614,209118.845129395
2121,"OT",195935.315546674,194223.290400893,197791.465322252
2121,"EE",138292.395841195,137089.762738769,139576.451358313
2121,"CA",159024.233953909,157630.06974954,160456.308523066
2121,"IA",179485.302068239,177576.181809456,181572.576338621
2121,"AF",192972.272239138,190004.755338729,196178.454801788
2121,"LA",188442.54283778,186503.225939728,190607.258951438
2122,"EU",194671.878303354,192804.146016745,196681.395115916
2122,"US",209923.227636852,207917.624877479,211991.448047598
2122,"OT",198897.601461845,197002.905274533,200954.927417898
2122,"EE",140309.116282708,138979.388993721,141733.089721062
2122,"CA",161051.222937469,159511.631985957,162635.68891986
2122,"IA",182995.522661122,180874.721636697,185319.409591707
2122,"AF",198016.240318524,194703.900595916,201604.999409773
2122,"LA",192041.41802757,189887.787958131,194450.770832094
2123,"EU",197630.896865137,195570.280268074,199849.93716907
2123,"US",212622.064633384,210416.645558025,214901.819276789
2123,"OT",201890.776210754,199802.377591133,204161.919702344
2123,"EE",142346.347723931,140882.053696299,143919.154023771
2123,"CA",163097.394290934,161404.272493403,164842.98210727
2123,"IA",186551.83178412,184205.51084714,189128.703666182
2123,"AF",203151.951600737,199470.114525971,207152.513015186
2123,"LA",195686.409128583,193304.543547025,198357.167910254
2124,"EU",200620.762394942,198355.633742045,203062.527734073
2124,"US",215346.391987736,212929.992243453,217850.666091418
2124,"OT",204914.927211207,202621.011459219,207412.864800656
2124,"EE",144404.146750346,142797.56059786,146135.071100456
2124,"CA",165162.796897413,163307.911942623,167078.774100523
2124,"IA",190154.413299663,187568.345252715,193001.208220946
2124,"AF",208380.097446585,204303.212573675,212822.937214961
2124,"LA",199377.692169097,196753.246887969,202327.19237954
2125,"EU",203641.55955955,201160.34725188,206319.643067418
2125,"US",218096.272667091,215457.517198391,220837.621474252
2125,"OT",207970.138814672,205458.592387442,210708.182917453
2125,"EE",146482.567953967,144725.798205191,148381.191122993
2125,"CA",167247.477913227,165222.469601118,169343.879391949
2125,"IA",193803.445518628,190963.014881602,196937.675985841
2125,"AF",213701.355951028,209203.013158048,218618.228731384
2125,"LA",203115.437732936,200233.659687766,206361.590429548
2126,"EU",206693.369930566,203984.367129103,209621.745621317
2126,"US",220871.767314027,217999.109288526,223862.401814619
2126,"OT",211056.492283343,208314.950381903,214048.301254135
2126,"EE",148581.663918173,146666.658241581,150657.841935017
2126,"CA",169351.482753491,167147.863353731,171638.61359626
2126,"IA",197499.10115624,194389.301521351,200938.864800811
2126,"AF",219116.391712702,214169.288773575,224540.436366499
2126,"LA",206899.810917436,203745.553435694,210461.112198928
2127,"EU",209776.271962379,206827.417075814,212968.734928073
2127,"US",223672.934228088,220555.14300368,226925.83084093
2127,"OT",214174.065768031,211190.421825401,217433.648063159
2127,"EE",150701.485203088,148620.030333444,152965.353521075
2127,"CA",171474.855078149,169084.00972351,173963.040668844
2127,"IA",201241.547289914,197846.979767079,205005.536620468
2127,"AF",224625.855610725,219201.806081619,230591.561071304
2127,"LA",210730.971293262,207288.692631798,214626.511727538
2128,"EU",212890.340970973,209689.392226631,216361.031716342
2128,"US",226499.829347954,223125.514363958,230028.394520542
2128,"OT",217322.934286922,214084.835248113,220864.652601953
2128,"EE",152842.080331494,150585.78918906,155304.056169751
2128,"CA",173617.636778447,171030.652718961,176317.363816685
2128,"IA",205030.945319037,201335.817323171,209138.457451963
2128,"AF",230230.384588854,224300.332574425,236773.616438982
2128,"LA",214609.072866064,210862.834908977,218858.546907673
2129,"EU",216035.6491136,212570.289530939,219799.093125734
2129,"US",229352.506234209,225710.122324893,233171.453731399
2129,"OT",220503.169705175,216997.629947322,224342.053630956
2129,"EE",155003.495775294,152563.745941502,157673.939486053
2129,"CA",175779.867963873,172987.477381294,178701.355255175
2129,"IA",208867.450926699,204855.575127045,213338.39730807
2129,"AF",235930.601447055,229464.608062076,243088.631296194
2129,"LA",218534.264039989,214467.731157391,223157.979434396
2130,"EU",219212.265369316,215469.866711854,223284.114508619
2130,"US",232231.016052727,228308.570593183,236355.196937379
2130,"OT",223714.840715385,219928.510739629,227866.604252947
2130,"EE",157185.775942514,154553.93012438,160075.128588388
2130,"CA",177961.586949536,174954.363675022,181115.420356651
2130,"IA",212751.214043361,208406.007475061,217606.130159392
2130,"AF",241727.114640527,234694.344130211,249538.64955577
2130,"LA",222506.687583047,218103.125651066,227525.574754946
2131,"EU",222420.255520387,218387.917476575,226816.590391523
2131,"US",235135.407558661,230920.380808737,239580.015728492
2131,"OT",226958.012818903,222877.262676318,231438.797862559
2131,"EE",159388.963164865,156556.193405844,162507.904146617
2131,"CA",180162.830244018,176931.189981831,183559.926824946
2131,"IA",216682.378812479,211986.862150471,221942.433885675
2131,"AF",247620.51808624,239989.927075803,256125.730065825
2131,"LA",226526.480594322,221768.756176589,231962.101478466
2132,"EU",225659.682134563,221324.266231976,230397.013677819
2132,"US",238065.727081057,233545.39164766,242845.569629746
2132,"OT",230232.748308024,225843.661540563,235059.130659606
2132,"EE",161613.09768585,158570.381102521,164972.822188225
2132,"CA",182383.632537681,178917.833138156,186035.157127472
2132,"IA",220661.083558068,215597.880553281,226348.090226257
2132,"AF",253611.390977014,245351.140169667,262851.946126261
2132,"LA",230593.774473052,225464.354163764,236468.329203329
2133,"EU",228930.604548236,224278.734555359,234025.568641612
2133,"US",241022.018508086,236183.836273269,246152.218628058
2133,"OT",233539.106249045,228827.805277619,238727.770626483
2133,"EE",163858.217649431,160596.370646004,167470.29073466
2133,"CA",184624.026691443,180914.168473097,188542.142630532
2133,"IA",224687.460754218,219238.797831912,230823.88472964
2133,"AF",259700.297603172,250777.719847877,269719.362231517
2133,"LA",234708.694889546,229189.644818116,241045.033918623
2134,"EU",232233.078850465,227251.14125507,237702.449734111
2134,"US",244004.3232729,238835.50972119,249500.278630561
2134,"OT",236877.142466194,231829.785656062,242444.699135778
2134,"EE",166124.359089249,162633.883448331,170000.473388964
2134,"CA",186884.043726015,182920.07435769,191081.292686558
2134,"IA",228761.636996543,222909.343016544,235370.606702199
2134,"AF",265887.787181805,256269.386886549,276730.078027473
2134,"LA",238871.361757972,232944.347255133,245692.995137346
2135,"EU",235567.157867887,230241.302431628,241428.734170667
2135,"US",247012.680340119,241499.899929557,252890.093693714
2135,"OT",240246.909526429,234848.728558198,246210.344648281
2135,"EE",168411.55591841,164682.625018994,172563.503563405
2135,"CA",189163.712811622,184935.851133056,193652.710352213
2135,"IA",232883.732975585,226609.239154021,239989.049156038
2135,"AF",272174.393693646,261825.846665745,283886.716669396
2135,"LA",243081.889210974,236728.174636124,250412.995841038
2136,"EU",238932.891150513,233249.031539374,245204.935460211
2136,"US",250047.126192943,244176.836655477,256321.454452161
2136,"OT",243648.456725122,237884.147542366,250025.136011042
2136,"EE",170719.839919823,166742.44471891,175159.675118519
2136,"CA",191463.06125818,186961.560357433,196256.070814071
2136,"IA",237053.863452139,230338.20344422,244680.008755996
2136,"AF",278560.635727593,267446.789438041,291191.801066245
2136,"LA",247340.385576155,240540.850435072,255205.861345122
2137,"EU",242330.324958399,236274.139448566,249031.558506511
2137,"US",253107.694820905,246866.147833121,259795.63739872
2137,"OT",247081.830072614,240936.141075316,253890.499313158
2137,"EE",173049.240737113,168813.190034513,177789.28236173
2137,"CA",193782.114505961,188997.115008362,198891.628694945
2137,"IA",241272.137234515,234095.981017059,249444.285765807
2137,"AF",285047.016332863,273131.890601396,298647.578121402
2137,"LA",251646.953354384,244382.211109147,260072.411636967
2138,"EU",245759.502249208,239316.434507909,252909.112838185
2138,"US",256194.417708252,249567.669256568,263312.259618175
2138,"OT",250547.072281651,244005.307222628,257807.028701797
2138,"EE",175399.785866085,170894.721941872,180452.6200138
2138,"CA",196120.896116728,191042.358941907,201559.625772149
2138,"IA",245538.65715773,237882.29866159,254282.683993426
2138,"AF",291634.022878795,278880.810976017,306256.314022754
2138,"LA",256001.689199955,248251.964603101,265013.446388033
2139,"EU",249220.462666657,242375.09020926,256837.46030316
2139,"US",259307.323822973,252281.225943387,266871.064740131
2139,"OT",254044.222755698,247091.47351799,261775.249071686
2139,"EE",177771.500646759,172987.061217227,183149.98317498
2139,"CA",198479.42776535,193096.620163773,204259.721417182
2139,"IA",249853.520064604,241696.860961364,259196.010735529
2139,"AF",298322.126922284,284692.810044903,314019.885071162
2139,"LA",260404.683902565,252149.813640205,270029.768768751
2140,"EU",252713.242529848,245450.38870181,260816.960246705
2140,"US",262446.439606458,255006.909179462,270473.023243565
2140,"OT",257573.317578141,250194.456879812,265795.078383657
2140,"EE",180164.408255972,175090.229449994,185881.667290904
2140,"CA",200857.729231897,195159.772331539,206993.09454291
2140,"IA",254216.81678878,245539.367267506,264185.076721191
2140,"AF",305111.784082857,290566.743078486,321938.885236073
2140,"LA",264856.022371121,256075.455856303,275122.185393769
2141,"EU",256237.874823479,248542.388054499,264848.612591462
2141,"US",265611.788963806,257744.67935826,274119.483313368
2141,"OT",261134.389502356,253314.070678468,269867.224067904
2141,"EE",182578.529700541,177204.333071255,188647.968118206
2141,"CA",203255.818394215,197231.847805682,209759.493843261
2141,"IA",258628.632139633,249409.464194741,269250.69605475
2141,"AF",312003.433925342,296501.627475297,330015.400289209
2141,"LA",269355.78361936,260028.583934707,280291.506266371
2142,"EU",259794.389188953,251650.896001546,268933.11970394
2142,"US",268803.393254769,260494.380366992,277810.853584397
2142,"OT",264727.467942673,256450.126251366,273992.569656205
2142,"EE",185013.88381099,179329.251059967,191449.18168988
2142,"CA",205673.711220986,199313.105582377,212558.569780676
2142,"IA",263089.044889078,253306.694977367,274393.686157868
2142,"AF",318997.49985014,302496.929594155,338251.522727848
2142,"LA",273904.040753278,264008.885741816,285538.491212525
2143,"EU",263382.811916358,254775.718187983,273071.004265097
2143,"US",272021.271285346,263255.854665585,281547.544215331
2143,"OT",268352.578966208,259602.432959927,278171.648031749
2143,"EE",187470.487235855,181464.863950405,194285.593323913
2143,"CA",208111.421765262,201402.857068793,215390.825270049
2143,"IA",267598.127760253,257230.757195511,279614.867710796
2143,"AF",326094.388991054,308552.092854369,346649.430789117
2143,"LA",278500.860960355,268016.044463388,290863.832724793
2144,"EU",267003.165937335,257916.658229414,277262.791503692
2144,"US",275265.439300018,266028.943328197,285329.553489693
2144,"OT",272009.745285575,262770.798246672,282404.994945216
2144,"EE",189948.354436536,183611.04759292,197157.494367407
2144,"CA",210568.962158495,203500.972897056,218257.645430454
2144,"IA",272155.947418072,261181.425840875,284915.06459285
2144,"AF",333294.492120653,314666.544709122,355212.427386691
2144,"LA",283146.305500566,272049.738741342,296268.334798933
2145,"EU",270655.470818825,261073.517771901,281509.009172654
2145,"US",278535.910974625,268813.486084874,289156.984548179
2145,"OT",275698.986252482,265955.027692395,286693.124141671
2145,"EE",192447.497682727,185767.676634274,200065.180310393
2145,"CA",213046.342605042,205607.314882438,221159.341734348
2145,"IA",276762.56446164,265158.371450505,290295.129543625
2145,"AF",340598.183563125,320839.697048347,363942.760275602
2145,"LA",287840.429699171,276109.642811029,301752.80398777
2146,"EU",274339.7427577,264245.947112867,285810.187524968
2146,"US",281832.697409896,271609.321363316,293030.202595168
2146,"OT",279420.31785219,269154.925073387,291036.158280253
2146,"EE",194967.927048404,187934.288126623,203008.946747802
2146,"CA",215543.571377154,207721.974953435,224096.226744081
2146,"IA",281418.033418501,269161.260129681,295755.926816208
2146,"AF",348005.821114586,327070.946606245,372842.689368373
2146,"LA",292583.282941267,280195.426638853,307318.049330736
2147,"EU",278055.99457626,267433.827876808,290166.859289052
2147,"US",285155.807125616,274416.154024242,296950.203184972
2147,"OT",283173.752698852,272370.292418683,295434.00861047
2147,"EE",197509.650408379,190109.976092219,205989.08934333
2147,"CA",218060.654810451,209844.941446436,227068.605267296
2147,"IA",286122.402740729,273189.75369733,301298.361861173
2147,"AF",355517.745970794,333359.763237919,381914.486530235
2147,"LA",297374.908668093,284306.756060173,312964.882282637
2148,"EU",281804.235718613,270636.804370993,294579.559643637
2148,"US",288505.246055442,277233.495574083,300919.714175686
2148,"OT",286959.300031722,275599.853552919,299887.721646696
2148,"EE",200072.673435408,192294.552297401,209005.90379309
2148,"CA",220597.597299883,211976.091344061,230076.206546282
2148,"IA",290875.714802821,277243.509831628,306923.295821339
2148,"AF",363134.282662214,339706.740773018,391160.435371564
2148,"LA",302215.344375072,288443.292917392,318694.214831923
2149,"EU",285584.472247917,273854.209108766,299048.825401336
2149,"US",291881.017542361,280061.157586758,304937.088747
2149,"OT",290776.965712222,278843.412590728,304398.18548863
2149,"EE",202656.999597867,194488.440658403,212059.685789062
2149,"CA",223154.40129617,214115.30075593,233119.30700112
2149,"IA",295678.005901404,281322.182215704,312631.58007775
2149,"AF",370855.738996388,346111.160338708,400582.831037602
2149,"LA",307104.62161158,292604.695198136,324506.888072728
2150,"EU",289396.706844499,277085.797952462,303575.182091095
2150,"US",295283.12233479,282898.950465006,309002.71244153
2150,"OT",294626.752221884,282101.663585839,308965.93975269
2150,"EE",205262.630157983,196691.704317293,215150.730982358
2150,"CA",225731.067302723,216262.444949891,236198.183119412
2150,"IA",300529.306256712,285425.420683349,318424.069265549
2150,"AF",378682.406007538,352573.596587986,410183.979995503
2150,"LA",312042.765982424,296790.617173462,330403.730328237
2151,"EU",293240.938804824,280331.324962693,308159.1709771
2151,"US",298711.558583322,285746.683493768,313117.007442698
2151,"OT",298508.65866114,285374.414710575,313591.52642299
2151,"EE",207889.564170614,198904.205484688,218279.98382635
2151,"CA",228327.593873054,218417.398383266,239313.111421897
2151,"IA",305429.640015842,289552.871364633,324301.621215752
2151,"AF",386614.557913347,359093.201235038,419966.199818778
2151,"LA",317029.797151012,301000.711380907,336385.572410329
2152,"EU",297117.164041331,283590.542478848,312801.335635422
2152,"US",302166.321838103,288604.177249567,317278.891830995
2152,"OT",302422.680748978,288661.45478277,318275.489824422
2152,"EE",210537.798482593,201125.799039439,221448.066982193
2152,"CA",230943.977608658,220580.034734102,242464.368427873
2152,"IA",310379.025257756,293704.176831361,330265.096896288
2152,"AF",394652.452078851,365669.137585068,429931.818969177
2152,"LA",322065.72884421,305234.627740548,342453.247551036
2153,"EU",301025.375083122,286863.367166998,317502.212126785
2153,"US",305647.405046862,291471.250971922,321488.294711792
2153,"OT",306368.810823437,291962.571188979,323018.376595258
2153,"EE",213207.327732615,203355.915793894,224655.340379844
2153,"CA",233580.213157382,222750.128255919,245653.572697217
2153,"IA",315377.474000014,297878.976242258,336315.360352298
2153,"AF",402796.328987358,372300.838638886,440083.17657608
2153,"LA",327150.568858852,309492.010458749,348607.591333298
2154,"EU",304965.561077492,290149.571918713,322262.342479334
2154,"US",309154.79855356,294347.713115134,325747.470684192
2154,"OT",310347.03784296,295277.549943577,327820.73565925
2154,"EE",215898.144351676,205594.128759952,227901.622523476
2154,"CA",236236.293212263,224927.253669208,248882.404786275
2154,"IA",320424.992207224,302076.905487819,342453.278645722
2154,"AF",411046.412218334,378987.779338955,450422.622213441
2154,"LA",332284.3190699,313772.500578457,354849.441621032
2155,"EU",308937.707792317,293448.913285941,327081.620609497
2155,"US",312688.490097689,297233.370222568,330057.402272721
2155,"OT",314357.347388579,298606.175747703,332683.118197263
2155,"EE",218610.238564055,207840.253552102,231186.612386154
2155,"CA",238912.208510855,227111.264747816,252149.362582233
2155,"IA",325521.579801183,306297.59733473,348679.721794152
2155,"AF",419402.908432173,385729.379913822,460952.515674352
