"Region","year","value","value.lb","value.ub"
"AFG",2015,35.3522337880141,35.3522337880141,35.3522337880141
"AGO",2015,21.7758549658238,21.7758549658238,21.7758549658238
"ALB",2015,3.2307946329911,3.2307946329911,3.2307946329911
"ARE",2015,9.71486239289442,9.71486239289442,9.71486239289442
"ARG",2015,41.8663798931195,41.8663798931195,41.8663798931195
"ARM",2015,3.06907050554967,3.06907050554967,3.06907050554967
"AUS",2015,24.1646546703564,24.1646546703564,24.1646546703564
"AUT",2015,8.56820687511578,8.56820687511578,8.56820687511578
"AZE",2015,9.6640162129579,9.6640162129579,9.6640162129579
"BDI",2015,9.57215218973318,9.57215218973318,9.57215218973318
"BEL",2015,11.0234319904021,11.0234319904021,11.0234319904021
"BEN",2015,10.0415587608742,10.0415587608742,10.0415587608742
"BFA",2015,18.6508726669742,18.6508726669742,18.6508726669742
"BGD",2015,156.300278504418,156.300278504418,156.300278504418
"BGR",2015,7.26639503972799,7.26639503972799,7.26639503972799
"BHR",2015,1.62693391941868,1.62693391941868,1.62693391941868
"BHS",2015,0.36399836377159,0.36399836377159,0.36399836377159
"BIH",2015,3.74307561249765,3.74307561249765,3.74307561249765
"BLR",2015,9.42216011056696,9.42216011056696,9.42216011056696
"BLZ",2015,0.336357369522661,0.336357369522661,0.336357369522661
"BOL",2015,10.5547115505545,10.5547115505545,10.5547115505545
"BRA",2015,202.294699073434,202.294699073434,202.294699073434
"BRB",2015,0.275587497935404,0.275587497935404,0.275587497935404
"BRN",2015,0.428888011872977,0.428888011872977,0.428888011872977
"BTN",2015,0.791659232171677,0.791659232171677,0.791659232171677
"BWA",2015,2.11485374149596,2.11485374149596,2.11485374149596
"CAF",2015,4.76797010293193,4.76797010293193,4.76797010293193
"CAN",2015,35.9011371729152,35.9011371729152,35.9011371729152
"CHE",2015,7.90849350599207,7.90849350599207,7.90849350599207
"CHL",2015,17.8088365991327,17.8088365991327,17.8088365991327
"CHN",2015,1360.49707329243,1360.49707329243,1360.49707329243
"CIV",2015,21.2163350277784,21.2163350277784,21.2163350277784
"CMR",2015,21.4239810750066,21.4239810750066,21.4239810750066
"COD",2015,74.7624845372924,74.7624845372924,74.7624845372924
"COG",2015,4.51520050448042,4.51520050448042,4.51520050448042
"COL",2015,49.0870321676024,49.0870321676024,49.0870321676024
"COM",2015,0.80767303407411,0.80767303407411,0.80767303407411
"CPV",2015,0.511815821573321,0.511815821573321,0.511815821573321
"CRI",2015,4.97211853340133,4.97211853340133,4.97211853340133
"CUB",2015,11.1749510556106,11.1749510556106,11.1749510556106
"CYP",2015,1.17460525785811,1.17460525785811,1.17460525785811
"CZE",2015,10.7763481169194,10.7763481169194,10.7763481169194
"DEU",2015,82.2780576476013,82.2780576476013,82.2780576476013
"DJI",2015,0.961416592228314,0.961416592228314,0.961416592228314
"DNK",2015,5.68913225384139,5.68913225384139,5.68913225384139
"DOM",2015,10.4497398884479,10.4497398884479,10.4497398884479
"DZA",2015,37.8506898346,37.8506898346,37.8506898346
"ECU",2015,15.3406161934456,15.3406161934456,15.3406161934456
"EGY",2015,87.5735486203045,87.5735486203045,87.5735486203045
"ERI",2015,6.0042863946634,6.0042863946634,6.0042863946634
"ESP",2015,47.865900574774,47.865900574774,47.865900574774
"EST",2015,1.33623042546676,1.33623042546676,1.33623042546676
"ETH",2015,91.7627386321119,91.7627386321119,91.7627386321119
"FIN",2015,5.50240981295863,5.50240981295863,5.50240981295863
"FJI",2015,0.884392611289016,0.884392611289016,0.884392611289016
"FRA",2015,64.791442296222,64.791442296222,64.791442296222
"GAB",2015,1.62207831136985,1.62207831136985,1.62207831136985
"GBR",2015,64.2644915596739,64.2644915596739,64.2644915596739
"GEO",2015,4.24689393061804,4.24689393061804,4.24689393061804
"GHA",2015,26.9327949957541,26.9327949957541,26.9327949957541
"GIN",2015,10.7578003298364,10.7578003298364,10.7578003298364
"GLP",2015,0.472153635145411,0.472153635145411,0.472153635145411
"GMB",2015,1.93444868655076,1.93444868655076,1.93444868655076
"GNB",2015,1.64372373685362,1.64372373685362,1.64372373685362
"GNQ",2015,0.789218668503516,0.789218668503516,0.789218668503516
"GRC",2015,11.4705717092462,11.4705717092462,11.4705717092462
"GTM",2015,15.7435769211698,15.7435769211698,15.7435769211698
"GUM",2015,0.189768867765319,0.189768867765319,0.189768867765319
"GUY",2015,0.758876431216384,0.758876431216384,0.758876431216384
"HKG",2015,7.35219655109993,7.35219655109993,7.35219655109993
"HND",2015,8.192561889764,8.192561889764,8.192561889764
"HRV",2015,4.37049161282999,4.37049161282999,4.37049161282999
"HTI",2015,10.5058235603469,10.5058235603469,10.5058235603469
"HUN",2015,9.87099841925959,9.87099841925959,9.87099841925959
"IDN",2015,250.50551668769,250.50551668769,250.50551668769
"IND",2015,1297.95266293393,1297.95266293393,1297.95266293393
"IRL",2015,4.77345733091236,4.77345733091236,4.77345733091236
"IRN",2015,78.0247334881701,78.0247334881701,78.0247334881701
"IRQ",2015,35.7154858232428,35.7154858232428,35.7154858232428
"ISL",2015,0.345272287608294,0.345272287608294,0.345272287608294
"ISR",2015,8.3170367894127,8.3170367894127,8.3170367894127
"ITA",2015,61.5826351129979,61.5826351129979,61.5826351129979
"JAM",2015,2.77404467896496,2.77404467896496,2.77404467896496
"JOR",2015,7.01725658909411,7.01725658909411,7.01725658909411
"JPN",2015,126.340102500061,126.340102500061,126.340102500061
"KAZ",2015,16.7782047222665,16.7782047222665,16.7782047222665
"KEN",2015,45.2059081665415,45.2059081665415,45.2059081665415
"KGZ",2015,5.56995706222527,5.56995706222527,5.56995706222527
"KHM",2015,14.7690540804536,14.7690540804536,14.7690540804536
"KOR",2015,48.9690940611981,48.9690940611981,48.9690940611981
