# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,1.84,3.02,2.45,4.83,9.89,7.12,4.86,4.04
2030,2.03,2.58,2.47,4.56,7.13,6.89,5.39,4.11
2040,2.29,2.35,2.37,3.53,4.17,5.91,5.86,3.92
2050,2.42,2.45,2.33,2.11,2.45,4.76,5.63,3.47
2075,2.54,2.65,2.27,1.49,0.93,3.23,5.03,2.81
2100,2.52,2.63,2.12,1.22,0.35,1.89,3.68,2.02
