# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,1.63,2.7,2.17,4.21,8.83,6.59,4.69,3.85
2030,1.56,2.1,1.93,3.88,6.39,6.28,4.83,3.72
2040,1.68,1.72,1.68,2.98,3.93,5.5,5.15,3.56
2050,1.62,1.57,1.54,1.77,2.3,4.43,5.12,3.16
2075,1.51,1.53,1.33,1.18,0.65,2.84,4.6,2.41
2100,1.37,1.45,1.06,0.78,-0.07,1.43,3.21,1.52
